Sample,X(ms) [12.08.2026 16:46:29 040 UTC],"I1[%I17.0]","I2[%I17.1]","I3[%I17.2]","I4[%I17.3]","Q1[%Q4.0]","Q2[%Q4.1]","Q3[%Q4.2]","Q4[%Q4.3]"
239372,1786553431602.687308,0,0,0,1,0,0,1,0
239373,1786553431603.692396,0,0,0,1,0,0,1,0
239374,1786553431604.702883,0,0,0,1,0,0,1,0
239375,1786553431605.710670,0,0,0,1,0,0,1,0
239376,1786553431606.732058,0,0,0,1,0,0,1,0
239377,1786553431607.767748,0,0,0,1,0,0,1,0
239378,1786553431608.743033,0,0,0,1,0,0,1,0
239379,1786553431609.749819,0,0,0,1,0,0,1,0
239380,1786553431610.757208,0,0,0,1,0,0,1,0
239381,1786553431611.765095,0,0,0,1,0,0,1,0
239382,1786553431612.778683,0,0,0,1,0,0,1,0
239383,1786553431613.784168,0,0,0,1,0,0,1,0
239384,1786553431614.802157,0,0,0,1,0,0,1,0
239385,1786553431615.798643,0,0,0,1,0,0,1,0
239386,1786553431616.815831,0,0,0,1,0,0,1,0
239387,1786553431617.960430,0,0,0,1,0,0,1,0
239388,1786553431618.876709,0,0,0,1,0,0,1,0
239389,1786553431619.879596,0,0,0,1,0,0,1,0
239390,1786553431620.889983,0,0,0,1,0,0,1,0
239391,1786553431622.186596,0,0,0,1,0,0,1,0
239392,1786553431623.191383,0,0,0,1,0,0,1,0
239393,1786553431624.189469,0,0,0,1,0,0,1,0
239394,1786553431625.196558,0,0,0,1,0,0,1,0
239395,1786553431626.204645,0,0,0,1,0,0,1,0
239396,1786553431627.210434,0,0,0,1,0,0,1,0
239397,1786553431628.216921,0,0,0,1,0,0,1,0
239398,1786553431629.226409,0,0,0,1,0,0,1,0
239399,1786553431630.233499,0,0,0,1,0,0,1,0
239400,1786553431631.241785,0,0,0,1,0,0,1,0
239401,1786553431632.255872,0,0,0,1,0,0,1,0
239402,1786553431633.270561,0,0,0,1,0,0,1,0
239403,1786553431634.270747,0,0,0,1,0,0,1,0
239404,1786553431635.279634,0,0,0,1,0,0,1,0
239405,1786553431636.324624,0,0,0,1,0,0,1,0
239406,1786553431637.319911,0,0,0,1,0,0,1,0
239407,1786553431638.316199,0,0,0,1,0,0,1,0
239408,1786553431639.324487,0,0,0,1,0,0,1,0
239409,1786553431640.332273,0,0,0,1,0,0,1,0
239410,1786553431641.341861,0,0,0,1,0,0,1,0
239411,1786553431642.352650,0,0,0,1,0,0,1,0
239412,1786553431643.358338,0,0,0,1,0,0,1,0
239413,1786553431644.369725,0,0,0,1,0,0,1,0
239414,1786553431645.374412,0,0,0,1,0,0,1,0
239415,1786553431646.384699,0,0,0,1,0,0,1,0
239416,1786553431647.391888,0,0,0,1,0,0,1,0
239417,1786553431648.402975,0,0,0,1,0,0,1,0
239418,1786553431649.432665,0,0,0,1,0,0,1,0
239419,1786553431650.433252,0,0,0,1,0,0,1,0
239420,1786553431651.441240,0,0,0,1,0,0,1,0
239421,1786553431652.573740,0,0,0,1,0,0,1,0
239422,1786553431653.468617,0,0,0,1,0,0,1,0
239423,1786553431654.469805,0,0,0,1,0,0,1,0
239424,1786553431655.476493,0,0,0,1,0,0,1,0
239425,1786553431656.487081,0,0,0,1,0,0,1,0
239426,1786553431657.493869,0,0,0,1,0,0,1,0
239427,1786553431658.500555,0,0,0,1,0,0,1,0
239428,1786553431659.510144,0,0,0,1,0,0,1,0
239429,1786553431660.518532,0,0,0,1,0,0,1,0
239430,1786553431661.527420,0,0,0,1,0,0,1,0
239431,1786553431662.534206,0,0,0,1,0,0,1,0
239432,1786553431663.542193,0,0,0,1,0,0,1,0
239433,1786553431664.550080,0,0,0,1,0,0,1,0
239434,1786553431665.572668,0,0,0,1,0,0,1,0
239435,1786553431666.574656,0,0,0,1,0,0,1,0
239436,1786553431667.606446,0,0,0,1,0,0,1,0
239437,1786553431668.603132,0,0,0,1,0,0,1,0
239438,1786553431669.605919,0,0,0,1,0,0,1,0
239439,1786553431670.619207,0,0,0,1,0,0,1,0
239440,1786553431671.621894,0,0,0,1,0,0,1,0
239441,1786553431672.627882,0,0,0,1,0,0,1,0
239442,1786553431673.636870,0,0,0,1,0,0,1,0
239443,1786553431674.645258,0,0,0,1,0,0,1,0
239444,1786553431675.652546,0,0,0,1,0,0,1,0
239445,1786553431676.658932,0,0,0,1,0,0,1,0
239446,1786553431677.667019,0,0,0,1,0,0,1,0
239447,1786553431678.675506,0,0,0,1,0,0,1,0
239448,1786553431679.683293,0,0,0,1,0,0,1,0
239449,1786553431680.692780,0,0,0,1,0,0,1,0
239450,1786553431681.722569,0,0,0,1,0,0,1,0
239451,1786553431682.723656,0,0,0,1,0,0,1,0
239452,1786553431684.094075,0,0,0,1,0,0,1,0
239453,1786553431685.010855,0,0,0,1,0,0,1,0
239454,1786553431686.014742,0,0,0,1,0,0,1,0
239455,1786553431687.013528,0,0,0,1,0,0,1,0
239456,1786553431688.013216,0,0,0,1,0,0,1,0
239457,1786553431689.019102,0,0,0,1,0,0,1,0
239458,1786553431690.024488,0,0,0,1,0,0,1,0
239459,1786553431691.033878,0,0,0,1,0,0,1,0
239460,1786553431692.036666,0,0,0,1,0,0,1,0
239461,1786553431693.042354,0,0,0,1,0,0,1,0
239462,1786553431694.122146,0,0,0,1,0,0,1,0
239463,1786553431695.127632,0,0,0,1,0,0,1,0
239464,1786553431696.135520,0,0,0,1,0,0,1,0
239465,1786553431697.143607,0,0,0,1,0,0,1,0
239466,1786553431698.194198,0,0,0,1,0,0,1,0
239467,1786553431699.177886,0,0,0,1,0,0,1,0
239468,1786553431700.180674,0,0,0,1,0,0,1,0
239469,1786553431701.182461,0,0,0,1,0,0,1,0
239470,1786553431702.189550,0,0,0,1,0,0,1,0
239471,1786553431703.198637,0,0,0,1,0,0,1,0
239472,1786553431704.206924,0,0,0,1,0,0,1,0
239473,1786553431705.215012,0,0,0,1,0,0,1,0
239474,1786553431706.222998,0,0,0,1,0,0,1,0
239475,1786553431707.231187,0,0,0,1,0,0,1,0
239476,1786553431708.239775,0,0,0,1,0,0,1,0
239477,1786553431709.246263,0,0,0,1,0,0,1,0
239478,1786553431710.254751,0,0,0,1,0,0,1,0
239479,1786553431711.262138,0,0,0,1,0,0,1,0
239480,1786553431712.270727,0,0,0,1,0,0,1,0
239481,1786553431713.286114,0,0,0,1,0,0,1,0
239482,1786553431714.357506,0,0,0,1,0,0,1,0
239483,1786553431715.323988,0,0,0,1,0,0,1,0
239484,1786553431716.335477,0,0,0,1,0,0,1,0
239485,1786553431717.331064,0,0,0,1,0,0,1,0
239486,1786553431718.339352,0,0,0,1,0,0,1,0
239487,1786553431719.343240,0,0,0,1,0,0,1,0
239488,1786553431720.354427,0,0,0,1,0,0,1,0
239489,1786553431721.359915,0,0,0,1,0,0,1,0
239490,1786553431722.370105,0,0,0,1,0,0,1,0
239491,1786553431723.375092,0,0,0,1,0,0,1,0
239492,1786553431724.382979,0,0,0,1,0,0,1,0
239493,1786553431725.391366,0,0,0,1,0,0,1,0
239494,1786553431726.399054,0,0,0,1,0,0,1,0
239495,1786553431727.406640,0,0,0,1,0,0,1,0
239496,1786553431728.424828,0,0,0,1,0,0,1,0
239497,1786553431729.427516,0,0,0,1,0,0,1,0
239498,1786553431730.445105,0,0,0,1,0,0,1,0
239499,1786553431731.450092,0,0,0,1,0,0,1,0
239500,1786553431732.456079,0,0,0,1,0,0,1,0
239501,1786553431733.462367,0,0,0,1,0,0,1,0
239502,1786553431734.470755,0,0,0,1,0,0,1,0
239503,1786553431735.478842,0,0,0,1,0,0,1,0
239504,1786553431736.486131,0,0,0,1,0,0,1,0
239505,1786553431737.494418,0,0,0,1,0,0,1,0
239506,1786553431738.502306,0,0,0,1,0,0,1,0
239507,1786553431739.510995,0,0,0,1,0,0,1,0
239508,1786553431740.518582,0,0,0,1,0,0,1,0
239509,1786553431741.525671,0,0,0,1,0,0,1,0
239510,1786553431742.533757,0,0,0,1,0,0,1,0
239511,1786553431743.909075,0,0,0,1,0,0,1,0
239512,1786553431744.570234,0,0,0,1,0,0,1,0
239513,1786553431745.567922,0,0,0,1,0,0,1,0
239514,1786553431746.588010,0,0,0,1,0,0,1,0
239515,1786553431747.593998,0,0,0,1,0,0,1,0
239516,1786553431748.615187,0,0,0,1,0,0,1,0
239517,1786553431749.612374,0,0,0,1,0,0,1,0
239518,1786553431750.613761,0,0,0,1,0,0,1,0
239519,1786553431751.621350,0,0,0,1,0,0,1,0
239520,1786553431752.627239,0,0,0,1,0,0,1,0
239521,1786553431753.635927,0,0,0,1,0,0,1,0
239522,1786553431754.643714,0,0,0,1,0,0,1,0
239523,1786553431755.653202,0,0,0,1,0,0,1,0
239524,1786553431756.661189,0,0,0,1,0,0,1,0
239525,1786553431757.667276,0,0,0,1,0,0,1,0
239526,1786553431758.681162,0,0,0,1,0,0,1,0
239527,1786553431759.687150,0,0,0,1,0,0,1,0
239528,1786553431760.694339,0,0,0,1,0,0,1,0
239529,1786553431761.703626,0,0,0,1,0,0,1,0
239530,1786553431762.722914,0,0,0,1,0,0,1,0
239531,1786553431763.731701,0,0,0,1,0,0,1,0
239532,1786553431764.737988,0,0,0,1,0,0,1,0
239533,1786553431765.746975,0,0,0,1,0,0,1,0
239534,1786553431766.754863,0,0,0,1,0,0,1,0
239535,1786553431767.764750,0,0,0,1,0,0,1,0
239536,1786553431768.773838,0,0,0,1,0,0,1,0
239537,1786553431769.785926,0,0,0,1,0,0,1,0
239538,1786553431770.792313,0,0,0,1,0,0,1,0
239539,1786553431771.799000,0,0,0,1,0,0,1,0
239540,1786553431772.807987,0,0,0,1,0,0,1,0
239541,1786553431773.830675,0,0,0,1,0,0,1,0
239542,1786553431774.855464,0,0,0,1,0,0,1,0
239543,1786553431775.847349,0,0,0,1,0,0,1,0
239544,1786553431776.854638,0,0,0,1,0,0,1,0
239545,1786553431777.863925,0,0,0,1,0,0,1,0
239546,1786553431778.873012,0,0,0,1,0,0,1,0
239547,1786553431779.914401,0,0,0,1,0,0,1,0
239548,1786553431780.921890,0,0,0,1,0,0,1,0
239549,1786553431781.915774,0,0,0,1,0,0,1,0
239550,1786553431782.921761,0,0,0,1,0,0,1,0
239551,1786553431783.927348,0,0,0,1,0,0,1,0
239552,1786553431784.945335,0,0,0,1,0,0,1,0
239553,1786553431785.943222,0,0,0,1,0,0,1,0
239554,1786553431786.953308,0,0,0,1,0,0,1,0
239555,1786553431787.963596,0,0,0,1,0,0,1,0
239556,1786553431788.972085,0,0,0,1,0,0,1,0
239557,1786553431790.198790,0,0,0,1,0,0,1,0
239558,1786553431791.010561,0,0,0,1,0,0,1,0
239559,1786553431792.013350,0,0,0,1,0,0,1,0
239560,1786553431793.013438,0,0,0,1,0,0,1,0
239561,1786553431794.133134,0,0,0,1,0,0,1,0
239562,1786553431795.139720,0,0,0,1,0,0,1,0
239563,1786553431796.157210,0,0,0,1,0,0,1,0
239564,1786553431797.205801,0,0,0,1,0,0,1,0
239565,1786553431798.211588,0,0,0,1,0,0,1,0
239566,1786553431799.229476,0,0,0,1,0,0,1,0
239567,1786553431800.225363,0,0,0,1,0,0,1,0
239568,1786553431801.216148,0,0,0,1,0,0,1,0
239569,1786553431802.224835,0,0,0,1,0,0,1,0
239570,1786553431803.237423,0,0,0,1,0,0,1,0
239571,1786553431804.244510,0,0,0,1,0,0,1,0
239572,1786553431805.254299,0,0,0,1,0,0,1,0
239573,1786553431807.035656,0,0,0,1,0,0,1,0
239574,1786553431807.867629,0,0,0,1,0,0,1,0
239575,1786553431808.851713,0,0,0,1,0,0,1,0
239576,1786553431809.848999,0,0,0,1,0,0,1,0
239577,1786553431810.881788,0,0,0,1,0,0,1,0
239578,1786553431811.880076,0,0,0,1,0,0,1,0
239579,1786553431812.877163,0,0,0,1,0,0,1,0
239580,1786553431813.887350,0,0,0,1,0,0,1,0
239581,1786553431814.905840,0,0,0,1,0,0,1,0
239582,1786553431815.904526,0,0,0,1,0,0,1,0
239583,1786553431816.910414,0,0,0,1,0,0,1,0
239584,1786553431817.919901,0,0,0,1,0,0,1,0
239585,1786553431818.924989,0,0,0,1,0,0,1,0
239586,1786553431819.936478,0,0,0,1,0,0,1,0
239587,1786553431820.949766,0,0,0,1,0,0,1,0
239588,1786553431821.957254,0,0,0,1,0,0,1,0
239589,1786553431822.961741,0,0,0,1,0,0,1,0
239590,1786553431823.970529,0,0,0,1,0,0,1,0
239591,1786553431824.978918,0,0,0,1,0,0,1,0
239592,1786553431825.986806,0,0,0,1,0,0,1,0
239593,1786553431826.994894,0,0,0,1,0,0,1,0
239594,1786553431828.012783,0,0,0,1,0,0,1,0
239595,1786553431829.014871,0,0,0,1,0,0,1,0
239596,1786553431830.021958,0,0,0,1,0,0,1,0
239597,1786553431831.033447,0,0,0,1,0,0,1,0
239598,1786553431832.042334,0,0,0,1,0,0,1,0
239599,1786553431833.050722,0,0,0,1,0,0,1,0
239600,1786553431834.057709,0,0,0,1,0,0,1,0
239601,1786553431835.066896,0,0,0,1,0,0,1,0
239602,1786553431836.093687,0,0,0,1,0,0,1,0
239603,1786553431837.088074,0,0,0,1,0,0,1,0
239604,1786553431838.094661,0,0,0,1,0,0,1,0
239605,1786553431839.102149,0,0,0,1,0,0,1,0
239606,1786553431840.110737,0,0,0,1,0,0,1,0
239607,1786553431841.127125,0,0,0,1,0,0,1,0
239608,1786553431842.145913,0,0,0,1,0,0,1,0
239609,1786553431843.146001,0,0,0,1,0,0,1,0
239610,1786553431844.159089,0,0,0,1,0,0,1,0
239611,1786553431845.158575,0,0,0,1,0,0,1,0
239612,1786553431846.165761,0,0,0,1,0,0,1,0
239613,1786553431847.175850,0,0,0,1,0,0,1,0
239614,1786553431848.197940,0,0,0,1,0,0,1,0
239615,1786553431849.193127,0,0,0,1,0,0,1,0
239616,1786553431850.201714,0,0,0,1,0,0,1,0
239617,1786553431851.218802,0,0,0,1,0,0,1,0
239618,1786553431852.229491,0,0,0,1,0,0,1,0
239619,1786553431853.236179,0,0,0,1,0,0,1,0
239620,1786553431854.244364,0,0,0,1,0,0,1,0
239621,1786553431855.256453,0,0,0,1,0,0,1,0
239622,1786553431856.258840,0,0,0,1,0,0,1,0
239623,1786553431857.267128,0,0,0,1,0,0,1,0
239624,1786553431858.275315,0,0,0,1,0,0,1,0
239625,1786553431859.285603,0,0,0,1,0,0,1,0
239626,1786553431860.308692,0,0,0,1,0,0,1,0
239627,1786553431861.315980,0,0,0,1,0,0,1,0
239628,1786553431862.314167,0,0,0,1,0,0,1,0
239629,1786553431863.322154,0,0,0,1,0,0,1,0
239630,1786553431864.330541,0,0,0,1,0,0,1,0
239631,1786553431865.341028,0,0,0,1,0,0,1,0
239632,1786553431866.349416,0,0,0,1,0,0,1,0
239633,1786553431868.048866,0,0,0,1,0,0,1,0
239634,1786553431868.539110,0,0,0,1,0,0,1,0
239635,1786553431869.412484,0,0,0,1,0,0,1,0
239636,1786553431870.425474,0,0,0,1,0,0,1,0
239637,1786553431871.427360,0,0,0,1,0,0,1,0
239638,1786553431872.428747,0,0,0,1,0,0,1,0
239639,1786553431873.436235,0,0,0,1,0,0,1,0
239640,1786553431874.445422,0,0,0,1,0,0,1,0
239641,1786553431875.456010,0,0,0,1,0,0,1,0
239642,1786553431876.469397,0,0,0,1,0,0,1,0
239643,1786553431877.472283,0,0,0,1,0,0,1,0
239644,1786553431878.483170,0,0,0,1,0,0,1,0
239645,1786553431879.492358,0,0,0,1,0,0,1,0
239646,1786553431880.501045,0,0,0,1,0,0,1,0
239647,1786553431881.512534,0,0,0,1,0,0,1,0
239648,1786553431882.520821,0,0,0,1,0,0,1,0
239649,1786553431883.529409,0,0,0,1,0,0,1,0
239650,1786553431884.535696,0,0,0,1,0,0,1,0
239651,1786553431885.546984,0,0,0,1,0,0,1,0
239652,1786553431886.586673,0,0,0,1,0,0,1,0
239653,1786553431887.596760,0,0,0,1,0,0,1,0
239654,1786553431888.603148,0,0,0,1,0,0,1,0
239655,1786553431889.611435,0,0,0,1,0,0,1,0
239656,1786553431890.618924,0,0,0,1,0,0,1,0
239657,1786553431891.625411,0,0,0,1,0,0,1,0
239658,1786553431892.639400,0,0,0,1,0,0,1,0
239659,1786553431893.646887,0,0,0,1,0,0,1,0
239660,1786553431894.655176,0,0,0,1,0,0,1,0
239661,1786553431895.663063,0,0,0,1,0,0,1,0
239662,1786553431896.670350,0,0,0,1,0,0,1,0
239663,1786553431897.785245,0,0,0,1,0,0,1,0
239664,1786553431898.700824,0,0,0,1,0,0,1,0
239665,1786553431899.699209,0,0,0,1,0,0,1,0
239666,1786553431900.708697,0,0,0,1,0,0,1,0
239667,1786553431901.709883,0,0,0,1,0,0,1,0
239668,1786553431902.716470,0,0,0,1,0,0,1,0
239669,1786553431903.719655,0,0,0,1,0,0,1,0
239670,1786553431904.736844,0,0,0,1,0,0,1,0
239671,1786553431905.737931,0,0,0,1,0,0,1,0
239672,1786553431906.747217,0,0,0,1,0,0,1,0
239673,1786553431907.759204,0,0,0,1,0,0,1,0
239674,1786553431908.766792,0,0,0,1,0,0,1,0
239675,1786553431909.778079,0,0,0,1,0,0,1,0
239676,1786553431910.787166,0,0,0,1,0,0,1,0
239677,1786553431911.802154,0,0,0,1,0,0,1,0
239678,1786553431912.805041,0,0,0,1,0,0,1,0
239679,1786553431913.812927,0,0,0,1,0,0,1,0
239680,1786553431914.839416,0,0,0,1,0,0,1,0
239681,1786553431915.840204,0,0,0,1,0,0,1,0
239682,1786553431916.847392,0,0,0,1,0,0,1,0
239683,1786553431917.855980,0,0,0,1,0,0,1,0
239684,1786553431918.867569,0,0,0,1,0,0,1,0
239685,1786553431919.873956,0,0,0,1,0,0,1,0
239686,1786553431920.881443,0,0,0,1,0,0,1,0
239687,1786553431921.887530,0,0,0,1,0,0,1,0
239688,1786553431922.894918,0,0,0,1,0,0,1,0
239689,1786553431923.899904,0,0,0,1,0,0,1,0
239690,1786553431924.921193,0,0,0,1,0,0,1,0
239691,1786553431925.926280,0,0,0,1,0,0,1,0
239692,1786553431927.369305,0,0,0,1,0,0,1,0
239693,1786553431928.342288,0,0,0,1,0,0,1,0
239694,1786553431929.338174,0,0,0,1,0,0,1,0
239695,1786553431930.346861,0,0,0,1,0,0,1,0
239696,1786553431931.353750,0,0,0,1,0,0,1,0
239697,1786553431932.362937,0,0,0,1,0,0,1,0
239698,1786553431933.370424,0,0,0,1,0,0,1,0
239699,1786553431934.379112,0,0,0,1,0,0,1,0
239700,1786553431935.388300,0,0,0,1,0,0,1,0
239701,1786553431936.398285,0,0,0,1,0,0,1,0
239702,1786553431937.407273,0,0,0,1,0,0,1,0
239703,1786553431938.416760,0,0,0,1,0,0,1,0
239704,1786553431939.425548,0,0,0,1,0,0,1,0
239705,1786553431940.443536,0,0,0,1,0,0,1,0
239706,1786553431941.446524,0,0,0,1,0,0,1,0
239707,1786553431942.469612,0,0,0,1,0,0,1,0
239708,1786553431943.469799,0,0,0,1,0,0,1,0
239709,1786553431944.476486,0,0,0,1,0,0,1,0
239710,1786553431945.485874,0,0,0,1,0,0,1,0
239711,1786553431946.493863,0,0,0,1,0,0,1,0
239712,1786553431947.503551,0,0,0,1,0,0,1,0
239713,1786553431948.512937,0,0,0,1,0,0,1,0
239714,1786553431949.521125,0,0,0,1,0,0,1,0
239715,1786553431950.529212,0,0,0,1,0,0,1,0
239716,1786553431951.536200,0,0,0,1,0,0,1,0
239717,1786553431952.544988,0,0,0,1,0,0,1,0
239718,1786553431953.554576,0,0,0,1,0,0,1,0
239719,1786553431954.567064,0,0,0,1,0,0,1,0
239720,1786553431955.576353,0,0,0,1,0,0,1,0
239721,1786553431956.581340,0,0,0,1,0,0,1,0
239722,1786553431957.612829,0,0,0,1,0,0,1,0
239723,1786553431958.605218,0,0,0,1,0,0,1,0
239724,1786553431959.609106,0,0,0,1,0,0,1,0
239725,1786553431960.617693,0,0,0,1,0,0,1,0
239726,1786553431961.629280,0,0,0,1,0,0,1,0
239727,1786553431962.632466,0,0,0,1,0,0,1,0
239728,1786553431963.640455,0,0,0,1,0,0,1,0
239729,1786553431964.648442,0,0,0,1,0,0,1,0
239730,1786553431965.657528,0,0,0,1,0,0,1,0
239731,1786553431966.665014,0,0,0,1,0,0,1,0
239732,1786553431967.673901,0,0,0,1,0,0,1,0
239733,1786553431968.682089,0,0,0,1,0,0,1,0
239734,1786553431969.691976,0,0,0,1,0,0,1,0
239735,1786553431971.329719,0,0,0,1,0,0,1,0
239736,1786553431971.741655,0,0,0,1,0,0,1,0
239737,1786553431972.728740,0,0,0,1,0,0,1,0
239738,1786553431973.740428,0,0,0,1,0,0,1,0
239739,1786553431974.744215,0,0,0,1,0,0,1,0
239740,1786553431975.751603,0,0,0,1,0,0,1,0
239741,1786553431976.758590,0,0,0,1,0,0,1,0
239742,1786553431977.766378,0,0,0,1,0,0,1,0
239743,1786553431978.777865,0,0,0,1,0,0,1,0
239744,1786553431979.785653,0,0,0,1,0,0,1,0
239745,1786553431980.795241,0,0,0,1,0,0,1,0
239746,1786553431981.804130,0,0,0,1,0,0,1,0
239747,1786553431982.811116,0,0,0,1,0,0,1,0
239748,1786553431983.829705,0,0,0,1,0,0,1,0
239749,1786553431984.854394,0,0,0,1,0,0,1,0
239750,1786553431985.850779,0,0,0,1,0,0,1,0
239751,1786553431986.858166,0,0,0,1,0,0,1,0
239752,1786553431987.937660,0,0,0,1,0,0,1,0
239753,1786553431988.945446,0,0,0,1,0,0,1,0
239754,1786553431989.914631,0,0,0,1,0,0,1,0
239755,1786553431990.914818,0,0,0,1,0,0,1,0
239756,1786553431991.921705,0,0,0,1,0,0,1,0
239757,1786553431992.929791,0,0,0,1,0,0,1,0
239758,1786553431994.081592,0,0,0,1,0,0,1,0
239759,1786553431994.955368,0,0,0,1,0,0,1,0
239760,1786553431995.950255,0,0,0,1,0,0,1,0
239761,1786553431996.958343,0,0,0,1,0,0,1,0
239762,1786553431997.966230,0,0,0,1,0,0,1,0
239763,1786553431998.974319,0,0,0,1,0,0,1,0
239764,1786553431999.982606,0,0,0,1,0,0,1,0
239765,1786553432001.051699,0,0,0,1,0,0,1,0
239766,1786553432002.024183,0,0,0,1,0,0,1,0
239767,1786553432003.018871,0,0,0,1,0,0,1,0
239768,1786553432004.031458,0,0,0,1,0,0,1,0
239769,1786553432005.038644,0,0,0,1,0,0,1,0
239770,1786553432006.043332,0,0,0,1,0,0,1,0
239771,1786553432007.055423,0,0,0,1,0,0,1,0
239772,1786553432008.061710,0,0,0,1,0,0,1,0
239773,1786553432009.070197,0,0,0,1,0,0,1,0
239774,1786553432010.075283,0,0,0,1,0,0,1,0
239775,1786553432011.086170,0,0,0,1,0,0,1,0
239776,1786553432012.093158,0,0,0,1,0,0,1,0
239777,1786553432013.104346,0,0,0,1,0,0,1,0
239778,1786553432014.110434,0,0,0,1,0,0,1,0
239779,1786553432015.120920,0,0,0,1,0,0,1,0
239780,1786553432016.146110,0,0,0,1,0,0,1,0
239781,1786553432017.150799,0,0,0,1,0,0,1,0
239782,1786553432018.158085,0,0,0,1,0,0,1,0
239783,1786553432019.164974,0,0,0,1,0,0,1,0
239784,1786553432020.187962,0,0,0,1,0,0,1,0
239785,1786553432021.187150,0,0,0,1,0,0,1,0
239786,1786553432022.196337,0,0,0,1,0,0,1,0
239787,1786553432023.199325,0,0,0,1,0,0,1,0
239788,1786553432024.207212,0,0,0,1,0,0,1,0
239789,1786553432025.216901,0,0,0,1,0,0,1,0
239790,1786553432026.225187,0,0,0,1,0,0,1,0
239791,1786553432027.233575,0,0,0,1,0,0,1,0
239792,1786553432028.243063,0,0,0,1,0,0,1,0
239793,1786553432029.253152,0,0,0,1,0,0,1,0
239794,1786553432030.262240,0,0,0,1,0,0,1,0
239795,1786553432031.269528,0,0,0,1,0,0,1,0
239796,1786553432032.297918,0,0,0,1,0,0,1,0
239797,1786553432033.293104,0,0,0,1,0,0,1,0
239798,1786553432034.368797,0,0,0,1,0,0,1,0
239799,1786553432035.321181,0,0,0,1,0,0,1,0
239800,1786553432036.334869,0,0,0,1,0,0,1,0
239801,1786553432037.333955,0,0,0,1,0,0,1,0
239802,1786553432038.341842,0,0,0,1,0,0,1,0
239803,1786553432039.349528,0,0,0,1,0,0,1,0
239804,1786553432040.357218,0,0,0,1,0,0,1,0
239805,1786553432041.363705,0,0,0,1,0,0,1,0
239806,1786553432042.372293,0,0,0,1,0,0,1,0
239807,1786553432043.380480,0,0,0,1,0,0,1,0
239808,1786553432044.388068,0,0,0,1,0,0,1,0
239809,1786553432045.398955,0,0,0,1,0,0,1,0
239810,1786553432046.405243,0,0,0,1,0,0,1,0
239811,1786553432047.423434,0,0,0,1,0,0,1,0
239812,1786553432048.429322,0,0,0,1,0,0,1,0
239813,1786553432049.436210,0,0,0,1,0,0,1,0
239814,1786553432050.443997,0,0,0,1,0,0,1,0
239815,1786553432051.452085,0,0,0,1,0,0,1,0
239816,1786553432052.465874,0,0,0,1,0,0,1,0
239817,1786553432053.470260,0,0,0,1,0,0,1,0
239818,1786553432054.477446,0,0,0,1,0,0,1,0
239819,1786553432055.485932,0,0,0,1,0,0,1,0
239820,1786553432056.493121,0,0,0,1,0,0,1,0
239821,1786553432057.500708,0,0,0,1,0,0,1,0
239822,1786553432058.508897,0,0,0,1,0,0,1,0
239823,1786553432059.517186,0,0,0,1,0,0,1,0
239824,1786553432060.524573,0,0,0,1,0,0,1,0
239825,1786553432061.532760,0,0,0,1,0,0,1,0
239826,1786553432062.604953,0,0,0,1,0,0,1,0
239827,1786553432063.556336,0,0,0,1,0,0,1,0
239828,1786553432064.563423,0,0,0,1,0,0,1,0
239829,1786553432065.570612,0,0,0,1,0,0,1,0
239830,1786553432066.578998,0,0,0,1,0,0,1,0
239831,1786553432067.591986,0,0,0,1,0,0,1,0
239832,1786553432068.598874,0,0,0,1,0,0,1,0
239833,1786553432069.620763,0,0,0,1,0,0,1,0
239834,1786553432070.619351,0,0,0,1,0,0,1,0
239835,1786553432071.627638,0,0,0,1,0,0,1,0
239836,1786553432072.637626,0,0,0,1,0,0,1,0
239837,1786553432073.643614,0,0,0,1,0,0,1,0
239838,1786553432074.654400,0,0,0,1,0,0,1,0
239839,1786553432075.658988,0,0,0,1,0,0,1,0
239840,1786553432076.671175,0,0,0,1,0,0,1,0
239841,1786553432077.702264,0,0,0,1,0,0,1,0
239842,1786553432078.690951,0,0,0,1,0,0,1,0
239843,1786553432079.698038,0,0,0,1,0,0,1,0
239844,1786553432080.702326,0,0,0,1,0,0,1,0
239845,1786553432081.713013,0,0,0,1,0,0,1,0
239846,1786553432082.719300,0,0,0,1,0,0,1,0
239847,1786553432083.732788,0,0,0,1,0,0,1,0
239848,1786553432084.739776,0,0,0,1,0,0,1,0
239849,1786553432085.751365,0,0,0,1,0,0,1,0
239850,1786553432086.759651,0,0,0,1,0,0,1,0
239851,1786553432087.767138,0,0,0,1,0,0,1,0
239852,1786553432088.780926,0,0,0,1,0,0,1,0
239853,1786553432089.789414,0,0,0,1,0,0,1,0
239854,1786553432090.798401,0,0,0,1,0,0,1,0
239855,1786553432091.805989,0,0,0,1,0,0,1,0
239856,1786553432092.815576,0,0,0,1,0,0,1,0
239857,1786553432094.634032,0,0,0,1,0,0,1,0
239858,1786553432095.644019,0,0,0,1,0,0,1,0
239859,1786553432096.658307,0,0,0,1,0,0,1,0
239860,1786553432097.648892,0,0,0,1,0,0,1,0
239861,1786553432098.655981,0,0,0,1,0,0,1,0
239862,1786553432099.664167,0,0,0,1,0,0,1,0
239863,1786553432100.670652,0,0,0,1,0,0,1,0
239864,1786553432101.692841,0,0,0,1,0,0,1,0
239865,1786553432102.696827,0,0,0,1,0,0,1,0
239866,1786553432103.708615,0,0,0,1,0,0,1,0
